ProjectID,Supplier,Year,Avg_Invoice_Amount,Total_Invoice_Count
ETP_2017,SOUTH COAST SUPPLY COMPANY,2016,2795.2,511
Tesoro_2014,CALIFORNIA SANDBLASTING & COATING I,2013,2795.1,664
Williams_2017,M-I LLC,2013,2792.73,677
ETP_2017,CALVIN MAYS PETROLEUM COMPANY,2016,2792.58,212
ChevronPhillips_2012,AKER KVAERNER ADVANTAGE INC,2008,2792.51,52
Anadarko_2014,AUTOMOTIVE RENTALS INC,2013,2792.3,8430
Sanchez_2018,SLICK OPERATING SERVICES LLC,2018,2791.86,160
Sanchez_2018,UNITED VISION LOGISTICS,2017,2791.53,100
ChevronPhillips_2012,FIKE CORPORATION,2010,2791.29,65
ChevronPhillips_2012,SNC LAVALIN ENGINEERS & CONSTRUCTOR,2008,2791.06,1895
ETP_2016,BALTAZAR S URIAS,2015,2790.74,59
Williams_2017,TULSA INSPECTION RESOURCES INC,2016,2790.28,1025
Anadarko_2014,WALKER INSPECTION LLC,2012,2789.45,143
Anadarko_2014,SWEETWATER FRAC FLUID SOLUTIONS,2013,2789.24,575
ETP_2017,ENER TRANS INC,2016,2788.07,51
Sanchez_2018,BOBWHITE ENERGY SERVICES,2015,2787.37,654
ChevronPhillips_2012,TAYLOR METAL WORKS INC,2009,2787.31,58
Tesoro_2014,CONNECTICUT GENERAL LIFE INSURANCE,2012,2787.09,2617
Chemours_2016,DEMI CONTAINER SERVICES BV,2016,2786.9,71
ETP_2016,MOBILE ANALYTICAL LABORATORIES INC,2015,2786.76,51
Williams_2017,COBRA ROLL OFF SERVICES,2014,2786.61,86
Anadarko_2018,"WILLIS PERMIAN MOVERS, INC",2017,2785.32,156
Anadarko_2014,J D FIELD SERVICES INC,2013,2784.77,2300
Sanchez_2018,MORALES MACHINE,2018,2783.34,151
MarathonOil_2013,MW RENTALS & SERVICES INC,2012,2783.22,285
Anadarko_2014,C W FORD RENTALS LP,2014,2783.06,264
Anadarko_2014,PRO TEC INC,2012,2782.53,143
Anadarko_2014,ELMORE & ELMORE WIRELINE SERVICES I,2012,2782.04,785
Sunoco_2017,L S CLEANING SERVICES - DBA,2015,2781.89,363
NobleEnergy_2018,CHOYA OPERATING LLC,2017,2781.6,863
Sanchez_2018,AUTOMATION-X CORPORATION,2016,2779.78,64
Anadarko_2014,KSW OILFIELD RENTAL LLC,2012,2778.65,496
NobleEnergy_2018,"GYRO TECHNOLOGIES, INC",2016,2778.4,585
MarathonOil_2013,WILLIAM H SMITH & ASSOCIATES PC   -,2012,2778.28,1336
ChevronPhillips_2012,FIKE CORPORATION,2009,2778.05,52
Anadarko_2018,ROBERT FOX,2017,2778.03,66
Anadarko_2014,TERVITA LLC,2012,2777.78,228
ETP_2017,PAUL KEITH MCDERMOTT,2016,2777.49,324
NobleEnergy_2018,EAGLE ENVIRONMENTAL CONSULTING INC,2015,2776.99,182
Anadarko_2014,CONSOLIDATED ELECTRICAL DISTRIBUTOR,2011,2776.58,124
Williams_2017,MURPHY GAS GATHERING INC,2016,2776.49,56
Sanchez_2018,CDM RESOURCE MANAGEMENT LLC,2015,2776.22,52
ETP_2017,RING POWER CORPORATION,2016,2776.03,128
Sanchez_2018,UNITED ENGINES LLC,2017,2775.89,121
ChevronPhillips_2012,GRAHAM LANDSCAPE IRRIGATION,2011,2774.86,70
ChevronPhillips_2012,JOHN N JOHN III INC,2009,2774.12,282
Anadarko_2014,WYOMING MACHINERY COMPANY,2012,2773.85,1523
MarathonOil_2013,ENERGY LEASE SERVICES INC DBA ENERGY WASTE,2013,2773.82,331
Anadarko_2014,AMERICAN OIL FIELD SERVICES LLC,2014,2773.68,337
ETP_2017,GILCREASE AND PARTNERS LLC,2016,2772.84,253
Williams_2017,GRAYBAR ELECTRIC CO INC,2015,2771.7,1274
NobleEnergy_2018,"TIM SNELSONS PUMPING UNIT SERVICE, INC",2016,2771.66,60
Anadarko_2014,WEST COMPANY OF MIDLAND LLC,2014,2771.55,73
Anadarko_2014,BROKEN ARROW MINING CO,2011,2769.11,116
Anadarko_2014,CG ELECTRICAL SERVICES CO INC,2013,2768.95,347
Chemours_2016,GEM TRIM OF HOUMA LLC,2016,2768.64,75
NobleEnergy_2018,R&J OILFIELD SERVICES II LLC,2017,2768.17,85
Williams_2017,WESCO DISTRIBUTION INC,2015,2768.09,2325
Williams_2017,ATMOS ENERGY CORP,2015,2768.04,77
ChevronPhillips_2012,HORIZON LINES LLC,2008,2767.47,553
Anadarko_2014,SMITH GAS FIELD SERVICES LLC,2011,2767.46,4225
ETP_2017,EGGELHOF INC,2016,2767.29,168
MarathonOil_2013,THREE WAY INC                  -IA-,2012,2767.22,53
Tesoro_2014,BRAND ENERGY SERVICES OF CALIFORNIA,2011,2767.11,1587
Williams_2017,INDUSTRIAL SCIENTIFIC CORP,2014,2767.07,329
MarathonOil_2013,SAULSBURY INDUSTRIES INC,2013,2765.67,619
Anadarko_2018,BLUEBONNET ELECTRIC COOP INC,2017,2765.55,108
NobleEnergy_2018,CHOYA OPERATING LLC,2016,2765.2,463
Anadarko_2014,TOBIAS MACHINING & WELDING INC,2011,2764.55,682
NobleEnergy_2018,PHOENIX SPECIALTY INC,2017,2763.9,81
Tesoro_2014,ROSEMOUNT ANALYTICAL INC,2013,2763.7,64
Sanchez_2018,AUSTIN CHALK PETROLEUM SERVICES,2016,2763.67,215
Williams_2017,AUTOMATED POTENTIAL LLC,2014,2763.3,873
MarathonOil_2013,VALERUS COMPRESSION SERVICES,2013,2763.06,304
Anadarko_2014,TR DENNER ENTERPRISES,2012,2762.37,251
MarathonOil_2013,TRINITY ENVIRONMENTAL SERVICES LLC,2013,2761.15,97
Williams_2017,GILCREASE & PARTNERS LLC,2017,2760.82,51
Williams_2017,LASERXV  LLC,2014,2759.9,201
Williams_2017,DESERT NDT LLC,2014,2759.29,743
NobleEnergy_2018,L G EVERIST INC,2017,2758.81,70
ETP_2017,WESTERN MARKETING INC,2016,2758.68,386
Anadarko_2014,J C SERVICES LLC,2011,2758.27,94
NobleEnergy_2018,SILVERLINE SERVICES LLC,2017,2757.91,2101
ETP_2016,DENOVO GLOBAL TECHNOLOGIES INC,2015,2757.34,127
Sunoco_2017,Everbrite,2015,2757.12,124
ChevronPhillips_2012,GRAEBEL COMPANIES INC,2009,2756.86,280
Anadarko_2014,DON-NAN PUMP & SUPPLY CO.,2013,2756.86,948
Anadarko_2014,ACE ENERGY SERVICES,2011,2756.71,241
Tesoro_2014,Far West Sanitation & Storage Inc,2013,2756.63,448
Sanchez_2018,STRAIGHT LINE CONST INC,2016,2756.3,177
Chemours_2016,LIBERTY RAIL SERVICES INC,2016,2755.94,87
Tesoro_2014,SKEELS ELECTRIC CO,2012,2755.86,563
Anadarko_2014,GAS EQUIPMENT COMPANY INC,2012,2755.73,82
Anadarko_2014,DANIEL FLORES,2012,2754.27,79
Anadarko_2014,CURTIS OILFIELD SERVICES LLC,2012,2753.69,236
Williams_2017,GENESIS ENDEAVORS LLC,2014,2753.29,67
ChevronPhillips_2012,MAGNUM ENGINEERING,2008,2753.02,460
Anadarko_2014,CHRISTOFFERSON WELDING INC,2011,2752.97,1325
Anadarko_2018,SPLIT  MOUNTAIN PIPE & SUPPLY INC,2017,2752.36,443
Chemours_2016,TRI STATE ROOFING & SHEET METAL CO,2016,2752.06,66
Williams_2017,GREGS WELDING & BACKHOE,2014,2751.76,58
Tesoro_2014,COASTAL INDUSTRIAL SERVICES,2011,2751.28,242
ChevronPhillips_2012,TEXAS DISTRIBUTION SERVICES INC,2010,2750.86,408
Anadarko_2014,WOODLANDS INTERIM HOUSING /,2013,2749.73,80
MarathonOil_2013,TRANSFIELD SERVICES OILFIELDS LLC DBA STEIER OILFIELD SERVICE,2012,2749.12,651
Williams_2017,DESERT NDT LLC,2013,2748.95,197
Anadarko_2014,SLEEPING SPRING RANCH LC,2013,2748.9,681
ETP_2016,STATE OF LOUISIANA DEPARTMENT OF,2015,2748.78,109
Williams_2017,TROY JONES RENTALS INC,2016,2748.69,120
Anadarko_2014,ELITE FIELD SERVICES LLC,2013,2747.95,303
Williams_2017,T BAKER SMITH LLC,2015,2747.47,177
Tesoro_2014,B&T SERVICE STATION CONTRACTORS,2011,2747.33,180
Anadarko_2014,FRONTIER SERVICES INC,2014,2746.4,727
Anadarko_2014,WOLF PACK RENTALS LLC,2012,2745.43,403
ETP_2017,COLTEC INDUSTRIES INC,2016,2743.85,70
HESSCont_2012,SEMINOLE HOT OIL SERVICE INC,2013,2743.82,125
Williams_2017,CARBOLINE CO,2015,2743.59,92
MarathonOil_2013,KNOWLES ENTERPRISES LLC,2012,2742.71,270
Anadarko_2014,SMART OILFIELD SERVICES INC,2011,2742.7,72
Anadarko_2014,LAND SURVEYING INCORPORATED,2013,2741.41,237
ChevronPhillips_2012,ROSEMOUNT INC,2008,2740.98,134
MarathonOil_2013,SAGE ENVIRONMENTAL CONSULTING LP,2012,2740.78,280
Tesoro_2014,APARTMENT & RELOCATION CENTER,2013,2739.77,315
Anadarko_2018,FLEAUX SERVICES OF LOUISIANA LLC,2017,2739.35,139
ETP_2016,DE LAGE LANDEN FINANCIAL SERVICES I,2015,2738.16,187
Williams_2017,STS CONSULTING SERVICES LLC,2016,2737.73,140
Anadarko_2018,PIONEER WIRELINE SERVICES,2017,2737.46,1125
Anadarko_2014,HIGH MOUNTAIN INSPECTION SERVICES I,2012,2736.93,845
ETP_2016,PROCESS COMPONENTS INC,2015,2736.01,184
Anadarko_2014,WAUKESHA PEARCE INDUSTRIES INC,2014,2735.89,116
Anadarko_2014,PA RIG SERVICE LLC,2011,2735.75,99
Anadarko_2014,"MCGEE EQUIPMENT RENTAL AND SALES, I",2014,2735.21,92
ETP_2017,MERRYMAN CONSTRUCTION COMPANY,2016,2734.98,651
Anadarko_2014,LAROSE WELDING INC,2013,2734.31,203
ETP_2016,ENVIRONMENTAL EARTH WISE INC,2015,2734.23,288
Tesoro_2014,INTERTEK USA INC,2011,2733.84,329
Anadarko_2014,US LIQUIDS OF LOUISIANA,2011,2733.6,998
Chemours_2016,ALLIED SALES & SERVICE CO INC,2016,2733.29,69
MarathonOil_2013,POULSON ODELL & PETERSON LLC,2012,2732.5,122
Anadarko_2014,INLAND PRODUCTS INC,2012,2732.06,100
Tesoro_2014,C&N ETHANOL MAERKETING LLC,2011,2732.01,209
Anadarko_2014,LAROSE WELDING INC,2014,2731.64,51
Anadarko_2014,ALL AROUND FIELD SERVICES LLC,2013,2730.84,430
MarathonOil_2013,L & O PUMP & SUPPLY CO INC,2012,2730.83,78
Anadarko_2014,LARISA OILFIELD SERVICE LLC,2012,2730.69,80
Sanchez_2018,ROD AND TUBING SERVICES LLC,2016,2730.6,269
ChevronPhillips_2012,HORIZON LINES LLC,2009,2730.07,601
ETP_2016,WESCO DISTRIBUTION INC,2015,2728.83,66
Anadarko_2014,MOULINEX BUSINESS SERVICES LLC,2014,2728.21,78
Anadarko_2014,RAWHIDE ROUSTABOUT INC,2014,2728.16,183
Anadarko_2014,PETRO COMMUNICATION INC,2011,2727.83,93
Williams_2017,CROWN CASTLE USA INC,2015,2726.15,86
MarathonOil_2013,MID COAST ELECTRIC SUPPLY INC,2012,2725.09,92
Anadarko_2014,LVS INVESTMENTS INC,2011,2725.08,95
Tesoro_2014,Chevron Products U.S.A.,2012,2724.23,24003
Anadarko_2014,WASTE MANAGEMENT,2011,2723.46,53
Anadarko_2014,LOUISIANA MACHINERY COMPANY LLC,2011,2723.03,112
Williams_2017,KAESER COMPRESSORS INC,2015,2722.35,56
Anadarko_2014,JOHNSON GRAY MCNAMARA LLC,2013,2722.29,251
Sunoco_2017,WINDROSE LAND SERVICES INC,2016,2722.11,76
Sanchez_2018,GATE GUARD SERVICES LP,2016,2721.37,60
Anadarko_2014,NEWPARK ENVIRONMENTAL SERVICES,2014,2721.26,242
MarathonOil_2013,AED GROUP LLC,2012,2720.7,107
Chemours_2016,AIRGAS USA LLC,2015,2720.14,826
ChevronPhillips_2012,DELL MARKETING LP,2011,2720.07,287
Anadarko_2014,CAPITAL VALVE AND FITTING CO LLC,2012,2719.53,87
Williams_2017,TEKSYSTEMS,2014,2719.5,212
Tesoro_2014,SUMMIT INSPECTION SERVICES INC,2011,2719.05,181
Sunoco_2017,CROMPCO CORPORATION,2016,2718.62,611
Anadarko_2014,HORWITH TRUCKS INC,2013,2718.37,68
Williams_2017,CENTURYTEL INC DBA CENTURYLINK,2017,2718.05,512
Anadarko_2014,DHW WELL SERVICE INC,2013,2716.02,470
Sunoco_2017,Silver Eagle Distributing LP,2016,2715.55,3294
NobleEnergy_2018,DIAMOND G INSPECTION INC,2017,2715.41,120
Anadarko_2014,RONALD F CROSSLAND,2011,2715.15,3897
Anadarko_2014,THUNDERBIRD TOOL & RENTAL INC,2012,2714.48,96
ETP_2017,JOSE N GUTIERREZ,2016,2713.93,257
Williams_2017,ELDREDGE INC,2016,2712.03,136
ETP_2016,TEXAS STRESS INC,2015,2711.23,54
HESSCont_2012,BORDER STATES ELECTRIC SUPPLY,2013,2711.22,3265
ChevronPhillips_2012,THE HURT COMPANY,2009,2710.69,71
Tesoro_2014,COASTAL INDUSTRIAL SERVICES,2013,2710.55,1162
MarathonOil_2013,WELL PRO INC,2012,2710.48,210
Chemours_2016,PETRO CHEM EQUIPMENT,2015,2710.13,68
MarathonOil_2013,ENERGY LEASE SERVICES INC DBA ENERGY WASTE,2011,2709.91,110
Anadarko_2014,INSIGHT GLOBAL INC,2014,2709.81,81
NobleEnergy_2018,TUBOSCOPE,2014,2709.45,112
Anadarko_2014,GEOSURV INC,2013,2709.35,155
Williams_2017,BCC INC,2016,2709.1,67
Williams_2017,INTERTEK USA INC,2015,2708.82,295
Williams_2017,PIPELINE LAND SERVICES INC,2013,2708.6,854
Anadarko_2014,C W FORD RENTALS LP,2013,2707.48,290
Williams_2017,C H ROBINSON COMPANY,2015,2707.16,176
NobleEnergy_2018,STEPHEN SWAN,2015,2706.67,56
Anadarko_2014,JOHN CRANE PRODUCTION SOLUTIONS INC,2013,2706.49,274
Anadarko_2014,SOUND & CELLULAR INC,2012,2705.97,295
MarathonOil_2013,CORPUS CHRISTI ELECTRIC CO INC,2012,2705.78,1919
ETP_2017,SNAPPY SERVICES INC,2016,2705.75,450
Tesoro_2014,TRIHYDRO CORP,2012,2705.23,506
Anadarko_2014,GAS DRIVE GLOBAL (US) INC.,2013,2705.15,2707
Anadarko_2014,STEPP BY STEPP INC,2013,2705.01,69
Chemours_2016,CINTAS CORP 782,2016,2705.0,57
NobleEnergy_2018,MDL INNOVATION SERVICES,2015,2704.08,338
Sanchez_2018,VAC SOLUTIONS LLC,2018,2703.3,75
Anadarko_2014,TIBURON RESOURCES INC,2013,2703.16,1382
Sunoco_2017,FRONT RANGE ENVIRONMENTAL,2015,2702.64,59
MarathonOil_2013,TRIFECTA OILFIELD SERVICES LLC,2013,2702.48,58
ChevronPhillips_2012,TEXAS ELECTRIC EQUIPMENT CO INC,2011,2702.35,117
Chemours_2016,WASTE MANAGEMENT OF SOUTH,2015,2701.82,106
Tesoro_2014,PRISM DESIGN & CONSTRUCTION LLC,2012,2700.77,663
Anadarko_2018,ELITE SERVICES INC,2017,2699.38,954
ETP_2016,PROWLER HOLDING GROUP PIPELINE SUPP,2015,2699.19,73
Anadarko_2018,WEATHERFORD ARTIFICIAL LIFT SYSTEMS,2017,2698.92,651
Sunoco_2017,BAKERS SIGNS AND MANUFACTURING INC,2015,2698.6,157
ETP_2017,MEMORIAL MACHINE INC,2016,2698.51,126
Anadarko_2014,UNITED RENTALS NORTHWEST INC,2013,2698.4,456
Tesoro_2014,DELL MARKETING LP,2012,2698.4,351
Williams_2017,WYOMING MACHINERY CO,2016,2697.65,277
Anadarko_2014,J. P. HESTERLY JR,2011,2696.78,179
Anadarko_2014,JOSHUA D JAMES,2014,2696.61,74
Sanchez_2018,H5 SERVICES LLC,2018,2696.26,353
ChevronPhillips_2012,LENOVO US INC,2009,2695.6,75
Williams_2017,TPS LLC,2014,2695.59,53
ChevronPhillips_2012,BRIGGS EQUIPMENT,2010,2695.04,62
Anadarko_2014,SANFORD WATERWORKS & LANDSCAPING,2013,2695.02,56
Sunoco_2017,McLane Southeast,2016,2694.6,10270
Sunoco_2017,Standard Sales   Lubbock,2016,2693.22,2364
Anadarko_2014,KEYSTONE OILFIELD SERVICES INC,2014,2692.78,196
ETP_2016,APACHE OIL CO INC,2015,2692.59,68
Tesoro_2014,WESCO DISTRIBUTION INC,2011,2692.55,200
ETP_2017,CHEMICAL WEED CONTROL INC,2016,2692.4,361
Anadarko_2014,TLC OIL TOOLS INC,2014,2692.26,297
ChevronPhillips_2012,BS&B INVENTORY MANAGEMENT SYSTEMS L,2009,2692.06,117
Anadarko_2014,C W FORD RENTALS,2012,2691.67,452
Sanchez_2018,REQUENEZ WELDING SERVICE,2017,2691.29,76
Tesoro_2014,MP ENVIRONMENTAL SERVICES INC,2012,2691.2,78
MarathonOil_2013,HARBOR ENTERPRISES INC DBA PETRO MARINE SERVICES,2012,2690.71,129
Williams_2017,GRAND ISLE SHIPYARD INC,2015,2690.33,214
Williams_2017,CONSTRUCTION SAFETY EXPERTS,2014,2690.16,170
ChevronPhillips_2012,KANSAS CITY SOUTHERN RAILWAY,2011,2689.48,521
Anadarko_2014,CENTENNIAL TOOLS & SERVICES LLC,2014,2689.06,451
Anadarko_2014,BYRON WATSON TRUCKING INC,2012,2688.94,54
Anadarko_2014,CIVEO USA LLC,2013,2688.48,1808
Anadarko_2014,ECOLOOP ENERGY INC,2014,2688.19,89
Sanchez_2018,C&R KECK CONSTRUCTION INC.,2016,2687.7,189
Anadarko_2014,GOLDSMITH & BOGISCH LLP,2012,2687.65,89
Anadarko_2014,TEXAS ENERGY SERVICES LLC,2014,2687.51,7464
ETP_2016,DUGGINS WREN MANN & ROMERO LLP,2015,2687.21,77
NobleEnergy_2018,E & B OILFIELD SERVICES INC,2014,2686.69,88
Sanchez_2018,OPM OILFIELD SERVICES LLC,2015,2686.37,160
Sunoco_2017,D AND H  FUELING SOLUTIONS INC,2015,2686.13,102
Sanchez_2018,AEGIS CHEMICAL SOLUTIONS LLC,2018,2685.88,1258
Anadarko_2018,PHOENIX CONSULTING INC,2017,2685.76,118
Sanchez_2018,GRAND SLAM ENERGY SERVICES,2017,2685.74,122
Chemours_2016,INDUSTRIAL VALVE SALES & SERVICE,2015,2685.62,205
ETP_2016,THOMAS PETROLEUM LLC,2014,2685.51,305
Anadarko_2014,"RMC SURVEYING, LLC",2014,2685.12,395
Anadarko_2014,LONE STAR TUBULAR SERVICE INC,2012,2684.76,64
Williams_2017,FREESE AND NICHOLS INC,2013,2684.5,54
Chemours_2016,DEMI CONTAINER SERVICES BV,2015,2683.44,121
Tesoro_2014,SUNDYNE CORPORATION,2013,2683.32,105
Anadarko_2014,POLLOCK PAPER DISTRIBUTORS,2014,2683.03,61
Anadarko_2014,ATCHAFALAYA MEASUREMENT INC,2011,2682.97,587
Anadarko_2014,GATOR SERVICES LLC,2014,2681.95,82
Williams_2017,METRO ENVIRONMENTAL INC,2015,2681.84,77
Anadarko_2014,XCEL ENERGY INC,2011,2681.76,122
ETP_2017,CORROSION SPECIALTIES INC,2016,2681.5,540
Williams_2017,ARIAS & ASSOCIATES INC,2015,2681.26,62
Sunoco_2017,"Crompco, LLC",2015,2681.04,116
Anadarko_2014,OVATION DATA SERVICES INC,2014,2680.81,219
Anadarko_2018,CHRISTOFFERSON WELDING INC,2017,2680.5,488
ETP_2016,SCADA PRODUCTS LLC,2015,2680.26,81
Anadarko_2014,FRONTIER SERVICES INC,2013,2680.06,879
Anadarko_2014,SAM HOUSTON ELECTRIC COOP INC,2014,2679.44,64
ChevronPhillips_2012,CHEVRONTEXACO INFORMATION TECHNOLOG,2009,2678.92,64
ChevronPhillips_2012,BRAZORIA VALVE & FITTING CO,2011,2678.65,193
ChevronPhillips_2012,SOFTWARE SPECTRUM INC,2009,2678.55,218
Williams_2017,QUEST CONSULTANTS INC,2015,2678.52,54
Anadarko_2014,TWISTER DRILLING TOOLS LLC,2013,2678.38,121
Anadarko_2014,ADVANCED FLUID TECHNOLOGIES OF LA L,2013,2678.2,123
NobleEnergy_2018,WILSON WELDING,2015,2677.54,207
Sanchez_2018,CRAWFORD ELECTRIC SUPPLY,2018,2677.08,172
Anadarko_2018,EQUIPMENT TRANSPORT LLC,2017,2676.61,4917
ChevronPhillips_2012,KMT WATERJET SYSTEMS,2011,2676.53,155
Chemours_2016,ROSEMOUNT INC,2016,2675.92,521
Anadarko_2014,B H INC,2013,2675.36,3141
Anadarko_2014,SCAN TECH INC,2013,2673.69,238
Sunoco_2017,WEL-MAT DRILLING LLP,2015,2673.25,91
Chemours_2016,BBP SALES LLC,2015,2672.97,57
ETP_2016,RS&H INC,2015,2672.88,85
Anadarko_2014,ADVANCED FLUID TECHNOLOGIES OF LA L,2014,2672.86,59
Anadarko_2014,BRUNSON ENTERPRISES LLC,2014,2672.74,790
Sanchez_2018,ROSEMOUNT INC,2015,2672.42,63
Anadarko_2014,"INFINITY POWER & CONTROLS, INC.",2012,2671.24,297
Sanchez_2018,A&E OILFIELD SERVICES LLC,2016,2671.16,125
NobleEnergy_2018,SCAN X LLC,2016,2669.86,75
MarathonOil_2013,JOHN CRANE PRODUCTIONS SOLUTIONS IN DBA CDI ENERGY SERVICES AND FLBEROD,2012,2669.6,103
Williams_2017,BEE GOOSE INC,2014,2669.58,174
NobleEnergy_2018,UNITED POWER INC,2015,2669.47,79
Anadarko_2014,MOODY PRICE LLC,2014,2669.32,58
ETP_2016,BODINE ENVIRONMENTAL SERVICES INC,2015,2669.16,141
ETP_2017,DENOVO GLOBAL TECHNOLOGIES INC,2016,2668.91,112
Anadarko_2014,WEBB CONSULTING INC,2014,2668.66,67
Anadarko_2014,AGUAS DE MOCAMBIQUE,2014,2668.5,139
ETP_2016,ENVIRONMENTAL EARTH WISE INC,2014,2668.03,56
Anadarko_2014,GEOLOGIX LIMITED,2011,2668.01,66
ETP_2017,ODESSA PUMPS & EQUIPMENT INC,2016,2666.38,372
MarathonOil_2013,BHL CONSULTING INC,2013,2666.03,158
Anadarko_2014,BLACKOUT ENERGY SERVICES INC,2014,2665.94,358
Anadarko_2014,ENERGY RENTALS LLC,2013,2665.72,253
ETP_2017,RANDY TURNER SERVICES LLC,2016,2665.58,409
Williams_2017,WYOMING MACHINERY CO,2017,2663.01,103
Tesoro_2014,FUELING AND SERVICE TECHNOLOGIES IN,2012,2662.34,2792
ETP_2016,CYPRESS ENGINE ACCESSORIES LLC,2015,2661.94,246
Sanchez_2018,TWM SERVICES,2015,2661.92,65
Williams_2017,TROY JONES RENTALS INC,2015,2661.69,151
Sanchez_2018,BOBWHITE ENERGY SERVICES,2017,2661.57,221
Sanchez_2018,FESCO LTD,2018,2660.33,427
Williams_2017,CBRE INC,2013,2660.09,78
Anadarko_2018,LOBO VALVE SERVICES INC,2017,2659.23,287
Anadarko_2014,P STONE INC,2012,2658.08,247
Chemours_2016,IPL INDUSTRIAL SERVICES,2016,2655.48,5459
Sanchez_2018,BASSLER ENERGY SERVICES,2017,2655.44,89
Williams_2017,A AND R ENERGY SERVICE CORPORATION,2017,2654.43,52
ETP_2017,WARREN POWER & MACHINERY LP,2016,2653.71,1790
Anadarko_2014,H&H X-RAY SERVICES,2014,2653.63,108
Sanchez_2018,BASSLER ENERGY SERVICES,2015,2653.48,135
Anadarko_2014,R J MANN AND ASSOCIATES INC,2012,2653.36,1258
Anadarko_2018,BLACK RIVER TRUCKING & HOTSHOT SERV,2017,2652.56,656
Chemours_2016,GATE FUEL SERVICE INC,2016,2652.24,99
Tesoro_2014,JTH COMMERCIAL SERVICES INC,2013,2651.96,69
Anadarko_2014,CORESTAFF SERVICES LP,2011,2651.62,126
ETP_2017,SUNBELT RENTALS INDUSTRIAL SERVICES,2016,2651.21,188
ETP_2017,CALVIN J POINDEXTER,2016,2651.2,1009
Chemours_2016,SABEL STEEL SERVICE,2016,2650.88,75
Anadarko_2014,BIG SKY ENERGY EQUIPMENT INC,2014,2650.36,52
MarathonOil_2013,"IRON HORSE TOOLS, LLC",2012,2650.06,214
Anadarko_2014,WOOD GROUP PRODUCTION & CONSULTING,2014,2649.73,6200
Anadarko_2014,SCAN TECH INC,2012,2649.58,196
Tesoro_2014,Chevron Products U.S.A.,2013,2647.54,29211
Chemours_2016,INVENSYS SYSTEMS INC,2015,2646.74,108
Williams_2017,DELSON PROPERTIES LTD,2014,2645.58,67
Tesoro_2014,OREGON DEPT. OF REVENUE,2013,2645.2,1071
Anadarko_2014,AMEGA WEST SERVICES LLC,2011,2645.01,98
NobleEnergy_2018,CGG SERVICES US INC,2016,2644.91,64
Anadarko_2014,GLOBAL X-RAY & TESTING CORP,2014,2644.34,278
NobleEnergy_2018,G & F OILFIELD SERVICES,2017,2644.09,54
ETP_2017,TRIANGLE WELL SERVICING INC,2016,2643.81,1157
Anadarko_2014,RB INSPECTION INC,2013,2643.58,54
Anadarko_2014,B I E INTERNATIONAL INC,2012,2643.22,62
Anadarko_2014,SENTRY SUPPLY INC,2013,2643.19,406
Williams_2017,LASERXV  LLC,2015,2643.1,265
Tesoro_2014,TEAM INDUSTRIAL SERVICES INC,2012,2642.83,1876
Tesoro_2014,JTH COMMERCIAL SERVICES INC,2012,2642.19,58
ChevronPhillips_2012,OLIVER EQUIPMENT COMPANY,2011,2640.89,151
ETP_2016,SUNBELT RENTALS INC,2014,2640.86,53
Chemours_2016,AW CHESTERTON CO,2015,2640.54,151
NobleEnergy_2018,AMERICAN RECOVERY LLC,2016,2640.06,57
MarathonOil_2013,BASIC ENERGY SERVICES LP,2012,2639.75,3153
Sanchez_2018,ROMA BRIDGE LOGISTICS INC,2017,2639.08,73
Sanchez_2018,EQUIPMENT TRANSPORT LLC,2016,2639.0,62
Anadarko_2014,SOURCE GAS,2011,2638.45,59
NobleEnergy_2018,ZUBELDIA ENERGY SERVICES LLC,2017,2637.82,1713
Williams_2017,BAYOU INDUSTRIAL SALES LLC,2017,2637.23,83
Anadarko_2014,SUPERIOR PLUS ENERGY SERVICES LLC,2012,2636.99,282
ChevronPhillips_2012,BRAZORIA VALVE & FITTING CO,2010,2636.75,165
Williams_2017,TULSA AIR SPECIALISTS INC,2016,2636.68,66
NobleEnergy_2018,HB RENTALS LC,2015,2636.38,1605
Williams_2017,PLANET FORWARD LLC,2013,2635.62,262
Anadarko_2014,MIGUEL VASQUEZ,2014,2635.29,207
ETP_2016,JOSE N GUTIERREZ,2015,2635.06,251
NobleEnergy_2018,AMERICAN RECOVERY LLC,2015,2634.29,62
Anadarko_2018,UNIVERSAL WEATHER & AVIATION INC,2017,2633.77,147
Anadarko_2014,PRO-TEST INC,2012,2633.02,78
Chemours_2016,KENNETH CROSBY,2015,2632.75,58
Anadarko_2014,WEST COMPANY OF MIDLAND LLC,2013,2632.73,253
ChevronPhillips_2012,BULKHAUL USA INC,2009,2631.76,1072
Anadarko_2014,DIAMOND TANK RENTAL INC,2013,2631.72,89
Anadarko_2014,OASIS EMISSION CONSULTANTS INC,2011,2631.69,511
Anadarko_2014,KERRY MEZNARICH,2013,2631.56,163
Anadarko_2018,MIGUEL VASQUEZ,2017,2631.37,430
Williams_2017,HPF CONSULTANTS INC,2014,2631.29,78
Williams_2017,HIGH POINT CONSTRUCTION GROUP LLC,2013,2630.98,149
Anadarko_2014,J D FIELD SERVICES INC,2014,2630.61,1236
Williams_2017,READY OILFIELD SERVICES INC,2015,2630.2,119
Sanchez_2018,LUFKIN INDUSTRIES LLC,2015,2630.06,300
NobleEnergy_2018,EL FARMER & CO,2015,2629.77,136
Sanchez_2018,SUMMIT PUMP & SAFETY INC,2018,2629.54,298
